,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,updated_github_id,trending
66,NiaAML,firefly-cpp/NiaAML,https://github.com/firefly-cpp/NiaAML,https://github.com/firefly-cpp/NiaAML,MIT,2020-08-21 17:03:06,2026-04-26 14:45:25,2026-04-26 14:37:43,358,3.0,12.0,4.0,67.0,1.0,32.0,34,2026-04-26 14:45:25,2.2.1,,,36.0,A Python AutoML framework that automatically composes and optimizes machine-learning pipelines using nature-inspired..,,,11.0,14,False,others,2.0,,
67,CleverAlgorithms,clever-algorithms/CleverAlgorithms,https://github.com/Jason2Brownlee/CleverAlgorithms,https://github.com/Jason2Brownlee/CleverAlgorithms,,2010-01-02 01:57:17,2024-12-20 03:55:29,2024-12-20 03:55:25,1703,,303.0,108.0,14.0,,,2114,,,,,,Clever Algorithms: Nature-Inspired Programming Recipes.,,,9.0,13,False,others,2.0,Jason2Brownlee/CleverAlgorithms,
68,cambrian,cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,https://github.com/cambrian-mllm/cambrian,Apache-2.0,2024-06-17 07:00:41,2025-11-07 03:26:25,2024-10-30 18:59:53,59,,138.0,19.0,14.0,48.0,36.0,2003,,,,,,Cambrian-1 is a family of multimodal LLMs with a vision-centric design.,3.0,3.0,4.0,13,False,others,2.0,,
69,multi-agent-emergence-environments,openai/multi-agent-emergence-environments,https://github.com/openai/multi-agent-emergence-environments,https://github.com/openai/multi-agent-emergence-environments,MIT,2019-08-12 22:59:09,2024-07-30 20:54:31,2020-11-11 03:42:31,7,,321.0,177.0,21.0,22.0,8.0,1805,,,,,,Environment generation code for the paper Emergent Tool Use From Multi-Agent Autocurricula.,,,3.0,13,False,others,2.0,,
70,optim,kthohr/optim,https://github.com/kthohr/optim,https://github.com/kthohr/optim,Apache-2.0,2017-06-14 01:31:47,2024-04-28 14:30:24,2024-04-28 14:30:23,307,,140.0,36.0,11.0,8.0,53.0,894,,,,,,OptimLib: a lightweight C++ library of numerical optimization methods for nonlinear functions.,,,3.0,13,False,others,2.0,,
71,EC-Bestiary,fcampelo/EC-Bestiary,https://github.com/fcampelo/EC-Bestiary,https://github.com/fcampelo/EC-Bestiary,,2016-03-26 02:55:34,2025-07-06 21:46:48,2025-07-06 21:46:47,238,,71.0,37.0,12.0,77.0,103.0,671,2018-06-20 07:55:06,2.0.1,,,2.0,"A bestiary of evolutionary, swarm and other metaphor-based algorithms.",,,6.0,13,False,others,2.0,,
72,topy,williamhunter/topy,https://github.com/williamhunter/topy,https://github.com/williamhunter/topy,,2015-09-11 09:55:30,2022-08-31 11:37:33,2022-08-31 11:37:33,183,,138.0,34.0,22.0,11.0,26.0,564,2020-05-01 12:04:08,0.4.1,669.0,5.0,7.0,Topology Optimization using Python.,,,11.0,13,False,others,2.0,,
73,xland-minigrid,corl-team/xland-minigrid,https://github.com/dunnolab/xland-minigrid,https://github.com/dunnolab/xland-minigrid,Apache-2.0,2023-12-01 17:14:25,2025-12-16 15:58:31,2025-12-16 15:56:07,70,,28.0,10.0,31.0,3.0,21.0,340,2025-12-16 15:22:51,0.9.2,,,7.0,JAX-accelerated Meta-Reinforcement Learning Environments Inspired by XLand and MiniGrid.,,,9.0,13,True,others,2.0,dunnolab/xland-minigrid,
74,DeepSwarm,Pattio/DeepSwarm,https://github.com/Pattio/DeepSwarm,https://github.com/Pattio/DeepSwarm,MIT,2018-12-31 14:06:41,2021-03-25 22:37:52,2019-07-15 18:47:10,133,,38.0,13.0,1.0,4.0,7.0,329,2019-05-24 10:34:32,0.0.9,,,3.0,Neural Architecture Search Powered by Swarm Intelligence.,6.0,6.0,,13,False,others,2.0,,
75,timeflux,timeflux/timeflux,https://github.com/timeflux/timeflux,https://github.com/timeflux/timeflux,MIT,2019-01-04 15:09:03,2024-12-04 13:21:14,2024-09-23 12:43:00,533,,31.0,12.0,50.0,17.0,18.0,187,2024-12-04 13:21:14,0.17.2,,,40.0,The programming interface for your body and mind.,,,7.0,13,False,others,2.0,,
76,design-bench,brandontrabucco/design-bench,https://github.com/brandontrabucco/design-bench,https://github.com/brandontrabucco/design-bench,MIT,2020-06-25 16:15:28,2024-04-21 15:51:41,2024-01-29 19:05:57,267,,22.0,4.0,7.0,14.0,6.0,96,2021-10-22 19:07:35,2_0_20,,,18.0,Benchmarks for Model-Based Optimization.,25.0,25.0,5.0,13,False,others,2.0,,
77,biosim4,davidrmiller/biosim4,https://github.com/davidrmiller/biosim4,https://github.com/davidrmiller/biosim4,,2021-09-18 09:20:11,2024-11-12 23:02:24,2024-11-12 23:02:23,60,,468.0,94.0,47.0,38.0,27.0,3347,,,,,,Biological evolution simulator.,,,14.0,12,False,others,2.0,,
78,evolution-strategies-starter,openai/evolution-strategies-starter,https://github.com/openai/evolution-strategies-starter,https://github.com/openai/evolution-strategies-starter,MIT,2017-03-24 16:14:07,2019-10-31 09:20:13,2018-11-22 00:40:02,4,,279.0,228.0,2.0,15.0,7.0,1633,,,,,,Code for the paper Evolution Strategies as a Scalable Alternative to Reinforcement Learning.,,,2.0,12,False,others,2.0,,
79,brain-tokyo-workshop,google/brain-tokyo-workshop,https://github.com/google/brain-tokyo-workshop,https://github.com/google/brain-tokyo-workshop,Apache-2.0,2019-07-10 06:47:40,2024-07-09 17:49:39,2022-06-22 21:53:53,101,,329.0,,94.0,14.0,13.0,1281,,,,,,,,,12.0,12,False,others,2.0,,
80,loss-of-plasticity,shibhansh/loss-of-plasticity,https://github.com/shibhansh/loss-of-plasticity,https://github.com/shibhansh/loss-of-plasticity,MIT,2022-10-13 18:36:40,2025-09-02 19:39:39,2025-09-02 19:39:39,61,,83.0,6.0,3.0,,11.0,377,2024-05-03 20:39:11,1.1,,,2.0,Demonstrations of Loss of Plasticity and Implementation of Continual Backpropagation.,5.0,5.0,6.0,12,True,others,2.0,,
81,arena,diambra/arena,https://github.com/diambra/arena,https://github.com/diambra/arena,,2021-01-26 12:24:04,2024-06-11 01:49:14,2024-06-11 01:49:14,748,,27.0,9.0,70.0,6.0,42.0,364,,,,,,DIAMBRA Arena: a New Reinforcement Learning Platform for Research and Experimentation.,18.0,18.0,5.0,12,False,others,2.0,,
82,EoH,FeiLiu36/EoH,https://github.com/FeiLiu36/EoH,https://github.com/FeiLiu36/EoH,MIT,2024-03-28 03:25:22,2026-06-01 11:55:48,2026-06-01 11:55:45,93,5.0,62.0,4.0,3.0,5.0,12.0,330,2026-05-22 19:34:21,0.1,,,1.0,Evolution of Heuristics.,,,4.0,12,True,others,2.0,,
83,Gentopia,Gentopia-AI/Gentopia,https://github.com/Gentopia-AI/Gentopia,https://github.com/Gentopia-AI/Gentopia,MIT,2023-05-29 22:35:23,2023-11-27 02:42:21,2023-10-08 01:37:52,151,,42.0,3.0,60.0,2.0,3.0,327,2023-08-22 04:55:24,beta-release,,,1.0,Build Hierarchical Autonomous Agents through Config. Collaborative Growth of Specialized Agents.,4.0,4.0,7.0,12,False,others,2.0,,
84,FireflyAlgorithm,firefly-cpp/FireflyAlgorithm,https://github.com/firefly-cpp/FireflyAlgorithm,https://github.com/firefly-cpp/FireflyAlgorithm,MIT,2017-01-02 10:43:04,2026-03-06 13:38:18,2026-03-06 13:10:47,116,,28.0,2.0,15.0,,6.0,62,2026-03-06 13:38:18,0.4.7,,,19.0,Implementation of Firefly Algorithm in Python.,4.0,4.0,6.0,12,False,others,2.0,,
85,gomea,CWI-EvolutionaryIntelligence/gomea,https://github.com/CWI-EvolutionaryIntelligence/GOMEA,https://github.com/CWI-EvolutionaryIntelligence/GOMEA,MIT,2022-12-23 12:45:47,2025-07-12 13:49:51,2025-07-12 13:39:27,165,,6.0,4.0,37.0,1.0,3.0,27,2025-07-12 13:49:51,1.1.0,,,9.0,Library for optimization with the model-based evolutionary algorithm GOMEA (Gene-pool Optimal Mixing Evolutionary..,3.0,3.0,5.0,12,False,others,2.0,,
86,morphogenesis-resources,jasonwebb/morphogenesis-resources,https://github.com/jasonwebb/morphogenesis-resources,https://github.com/jasonwebb/morphogenesis-resources,,2019-04-23 00:42:15,2025-02-12 20:57:21,2025-02-12 20:57:21,225,,115.0,102.0,9.0,25.0,12.0,2244,,,,,,"Resources on the topic of digital morphogenesis (creating form with code). Includes links to major articles, code..",,,8.0,11,False,others,2.0,,
87,deep-neuroevolution,uber-research/deep-neuroevolution,https://github.com/uber-research/deep-neuroevolution,https://github.com/uber-research/deep-neuroevolution,,2018-01-04 01:12:25,2024-01-08 03:03:13,2019-10-24 16:07:15,38,,297.0,72.0,24.0,16.0,17.0,1663,,,,,,Deep Neuroevolution.,,,15.0,11,False,others,2.0,,
88,estool,hardmaru/estool,https://github.com/hardmaru/estool,https://github.com/hardmaru/estool,,2017-10-29 07:20:10,2022-12-08 10:43:25,2022-01-20 15:40:02,76,,160.0,31.0,13.0,6.0,21.0,961,,,,,,Evolution Strategies Tool.,,,9.0,11,False,others,2.0,,
89,evojax,google/evojax,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07,2024-06-27 07:32:19,2024-06-27 07:26:43,298,,110.0,,52.0,15.0,17.0,948,,,,,19.0,,,,14.0,11,False,others,2.0,,
90,SPPO,uclaml/SPPO,https://github.com/uclaml/SPPO,https://github.com/uclaml/SPPO,Apache-2.0,2024-06-13 06:13:29,2025-01-23 01:25:48,2025-01-23 01:25:47,28,,47.0,28.0,4.0,14.0,6.0,586,,,,,,The official implementation of Self-Play Preference Optimization (SPPO).,,,4.0,11,False,others,2.0,,
91,awesome-open-ended,jennyzzt/awesome-open-ended,https://github.com/jennyzzt/awesome-open-ended,https://github.com/jennyzzt/awesome-open-ended,,2023-06-09 20:08:34,2026-05-17 19:11:41,2026-05-17 19:11:41,82,5.0,45.0,24.0,31.0,,,439,,,,,,Awesome Open-ended AI.,,,22.0,11,False,others,2.0,,
92,symbiants,MeoMix/symbiants,https://github.com/MeoMix/symbiants,https://github.com/MeoMix/symbiants,Apache-2.0,2023-02-25 01:48:23,2024-08-13 01:44:10,2024-08-13 01:39:25,690,,5.0,3.0,8.0,22.0,28.0,235,,,,,,Ant Colony Sim + Daily Mental Health Exercises.,,,3.0,11,False,others,2.0,,
93,sferes2,sferes2/sferes2,https://github.com/sferes2/sferes2,https://github.com/sferes2/sferes2,,2014-04-14 16:13:17,2022-07-11 19:57:13,2021-03-26 16:14:39,265,,36.0,21.0,46.0,15.0,49.0,169,,,,,,"A lightweight, generic C++11 framework for evolutionary computation.",,,9.0,11,False,others,2.0,,
94,karoo_gp,kstaats/karoo_gp,https://github.com/kstaats/karoo_gp,https://github.com/kstaats/karoo_gp,,2015-10-22 10:29:52,2022-10-31 06:43:54,2022-10-31 06:43:43,286,,62.0,25.0,54.0,20.0,27.0,163,,,,,,A Genetic Programming platform for Python with TensorFlow for wicked-fast CPU and GPU support.,,,5.0,11,False,others,2.0,,
95,evoplex,evoplex/evoplex,https://github.com/evoplex/evoplex,https://github.com/evoplex/evoplex,,2017-08-03 15:10:34,2019-09-17 05:57:29,2019-07-29 20:32:11,1003,,23.0,10.0,29.0,7.0,12.0,146,2018-10-23 00:57:18,0.2.1,7079.0,76.0,4.0,"Evoplex is a fast, robust and extensible platform for developing agent-based models and multi-agent systems on..",,,7.0,11,False,others,2.0,,
96,SwarmRL,SwarmRL/SwarmRL,https://github.com/SwarmRL/SwarmRL,https://github.com/SwarmRL/SwarmRL,EPL-2.0,2023-03-08 15:15:17,2026-05-22 07:10:40,2026-05-22 07:10:40,684,10.0,10.0,1.0,96.0,5.0,15.0,43,,,,,,Multi agent reinforcement learning for intelligent active matter.,,,27.0,11,False,others,2.0,,
97,swarmopt,SioKCronin/swarmopt,https://github.com/SioKCronin/swarmopt,https://github.com/SioKCronin/swarmopt,MIT,2018-03-09 00:52:47,2026-05-28 19:58:04,2026-05-28 19:58:00,491,17.0,14.0,5.0,43.0,1.0,11.0,37,,,,,,Swarm intelligence optimizer.,2.0,2.0,8.0,11,False,others,2.0,,
98,AgentGym,WooooDyy/AgentGym,https://github.com/WooooDyy/AgentGym,https://github.com/WooooDyy/AgentGym,MIT,2024-05-27 08:00:04,2026-05-30 14:12:49,2026-05-30 14:12:49,49,2.0,112.0,4.0,31.0,26.0,16.0,799,,,,,,Code and implementations for the ACL 2025 paper AgentGym: Evolving Large Language Model-based Agents across Diverse..,,,13.0,10,True,others,3.0,,
99,self-parking-car-evolution,trekhleb/self-parking-car-evolution,https://github.com/trekhleb/self-parking-car-evolution,https://github.com/trekhleb/self-parking-car-evolution,MIT,2021-05-13 12:43:53,2025-11-23 04:27:26,2025-11-23 04:27:26,494,,86.0,14.0,2.0,10.0,4.0,759,,,,,,Training the car to do self-parking using a genetic algorithm.,,,2.0,10,True,others,3.0,,
100,Solid,100/Solid,https://github.com/100/Solid,https://github.com/100/Solid,MIT,2017-06-12 05:02:08,2019-07-19 15:31:43,2017-09-01 00:37:38,50,,56.0,10.0,5.0,6.0,1.0,584,2017-06-19 07:34:34,0.11,,,2.0,A comprehensive gradient-free optimization framework written in Python.,,,4.0,10,False,others,3.0,,
101,Odyssey,zju-vipa/Odyssey,https://github.com/zju-vipa/Odyssey,https://github.com/zju-vipa/Odyssey,MIT,2024-06-12 21:50:58,2025-10-22 07:37:45,2025-10-22 07:37:45,141,,24.0,6.0,4.0,,14.0,387,,,,,,Odyssey: Empowering Minecraft Agents with Open-World Skills.,,,5.0,10,True,others,3.0,,
102,FeatureSelectionGA,kaushalshetty/FeatureSelectionGA,https://github.com/kaushalshetty/FeatureSelectionGA,https://github.com/kaushalshetty/FeatureSelectionGA,MIT,2017-11-12 18:32:44,2023-02-21 22:56:56,2020-09-30 18:27:29,36,,88.0,7.0,45.0,4.0,5.0,377,,,,,,Feature Selection using Genetic Algorithm (DEAP Framework).,,,6.0,10,False,others,3.0,,
103,metaheuristics,thieu1995/metaheuristics,https://github.com/thieu1995/metaheuristics,https://github.com/thieu1995/metaheuristics,Apache-2.0,2019-05-16 13:07:01,2022-12-06 05:08:10,2022-12-06 05:08:10,62,,81.0,15.0,3.0,4.0,4.0,301,,,,,,Implement the-state-of-the-art meta-heuristic algorithms using python (numpy).,,,4.0,10,False,others,3.0,,
104,Hands-On-Genetic-Algorithms-with-Python,PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,https://github.com/PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,https://github.com/PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,MIT,2019-03-01 04:45:38,2026-03-02 10:28:53,2026-03-02 10:28:53,47,,147.0,13.0,4.0,1.0,4.0,285,,,,,,"Hands-On Genetic Algorithms with Python, Published by Packt.",,,6.0,10,True,others,3.0,,
105,sparse-evolutionary-artificial-neural-networks,dcmocanu/sparse-evolutionary-artificial-neural-networks,https://github.com/dcmocanu/sparse-evolutionary-artificial-neural-networks,https://github.com/dcmocanu/sparse-evolutionary-artificial-neural-networks,MIT,2018-03-02 21:47:05,2021-07-21 20:27:10,2021-07-21 20:27:10,26,,61.0,21.0,1.0,1.0,1.0,261,,,,,,Always sparse. Never dense. But never say never. A Sparse Training repository for the Adaptive Sparse Connectivity..,,,,10,False,others,3.0,,
106,biteopt,avaneev/biteopt,https://github.com/avaneev/biteopt,https://github.com/avaneev/biteopt,MIT,2016-07-13 17:18:21,2025-12-25 05:25:41,2025-10-07 07:27:36,411,,13.0,11.0,,,6.0,171,,,,,,"Derivative-Free Global Optimization Algorithm (C++, Python binding) - Continuous, Discrete, TSP, NLS, MINLP.",,,,10,True,others,3.0,,
107,loss-landscape-anim,logancyang/loss-landscape-anim,https://github.com/logancyang/loss-landscape-anim,https://github.com/logancyang/loss-landscape-anim,MIT,2021-01-04 21:42:13,2024-01-30 05:58:57,2024-01-30 05:38:21,64,,25.0,2.0,4.0,4.0,,164,2024-01-30 05:58:57,0.1.10,42.0,0.0,2.0,Create animations for the optimization trajectory of neural nets.,3.0,3.0,2.0,10,False,others,3.0,,
108,DEHB,automl/DEHB,https://github.com/automl/DEHB,https://github.com/automl/DEHB,Apache-2.0,2020-07-28 21:13:24,2026-01-27 15:24:37,2025-04-25 18:54:35,421,,18.0,8.0,62.0,12.0,26.0,91,2024-07-11 13:01:56,0.1.2,70.0,2.0,5.0,,,,10.0,10,False,others,3.0,,
109,ngc-museum,NACLab/ngc-museum,https://github.com/NACLab/ngc-museum,https://github.com/NACLab/ngc-museum,BSD-3-Clause,2024-03-30 05:03:52,2026-05-21 01:28:55,2026-05-21 01:28:54,221,21.0,7.0,3.0,28.0,,,20,,,,,,"NGC Museum: Computational Neuroscience, NeuroAI, and Brain-Inspired Computing with NGC-Learn.",,,6.0,10,False,others,3.0,,
110,easea,EASEA/easea,https://github.com/EASEA/easea,https://github.com/EASEA/easea,AGPL-3.0,2014-04-03 07:43:07,2023-10-26 12:21:28,2023-10-25 21:23:24,482,,11.0,1.0,33.0,11.0,35.0,19,2022-09-02 15:11:31,3.1.1,,,4.0,EASEA (EAsy Specification of Evolutionary Algorithms) is an Artificial Evolution platform developped by the SONIC..,,,38.0,10,False,others,3.0,,
111,hypersweeper,automl/hypersweeper,https://github.com/automl/hypersweeper,https://github.com/automl/hypersweeper,,2024-02-13 11:02:19,2025-11-14 12:36:35,2025-11-14 12:35:23,186,,7.0,6.0,8.0,8.0,21.0,16,2025-07-04 09:56:10,0.2.3,,,5.0,"Hydra sweeper integration of our favorite optimization packages, utilizing ask-and-tell interfaces.",4.0,4.0,4.0,10,False,others,3.0,,-3.0
112,opof,opoframework/opof,https://github.com/opoframework/opof,https://github.com/opoframework/opof,BSD-3-Clause,2022-12-18 18:53:05,2023-07-14 19:30:28,2023-07-14 19:30:27,23,,3.0,,6.0,,,4,2023-05-20 19:35:45,0.3.1,17.0,0.0,3.0,The Open Planner Optimization Framework (OPOF).,10.0,10.0,,10,False,others,3.0,,
113,platonic-rep,minyoungg/platonic-rep,https://github.com/minyoungg/platonic-rep,https://github.com/minyoungg/platonic-rep,,2024-05-11 23:54:18,2025-04-12 04:10:39,2025-04-12 04:10:39,44,,66.0,12.0,1.0,10.0,2.0,701,,,,,,,49.0,49.0,4.0,9,False,others,3.0,,
114,Machine-Mindset,PKU-YuanGroup/Machine-Mindset,https://github.com/PKU-YuanGroup/Machine-Mindset,https://github.com/PKU-YuanGroup/Machine-Mindset,Apache-2.0,2023-12-06 04:59:13,2024-02-02 02:53:05,2024-02-02 02:53:05,140,,27.0,7.0,2.0,,2.0,536,,,,,,An MBTI Exploration of Large Language Models.,,,4.0,9,False,others,3.0,,
115,pba,arcelien/pba,https://github.com/arcelien/pba,https://github.com/arcelien/pba,Apache-2.0,2019-05-14 04:55:23,2019-10-27 16:50:25,2019-10-27 16:50:24,19,,83.0,17.0,8.0,11.0,19.0,509,,,,,,Efficient Learning of Augmentation Policy Schedules.,,,3.0,9,False,others,3.0,,
116,self-organising-systems,google-research/self-organising-systems,https://github.com/google-research/self-organising-systems,https://github.com/google-research/self-organising-systems,Apache-2.0,2020-02-04 08:05:08,2026-01-09 22:24:38,2026-01-09 22:24:35,107,,88.0,23.0,10.0,4.0,1.0,412,2024-02-07 10:57:46,biomaker-v1.0.0,,,1.0,,,,10.0,9,False,others,3.0,,
117,EvoPrompt,beeevita/EvoPrompt,https://github.com/beeevita/EvoPrompt,https://github.com/beeevita/EvoPrompt,MIT,2023-10-11 04:08:41,2025-09-22 11:43:23,2025-09-22 11:43:22,22,,37.0,2.0,2.0,,11.0,241,,,,,,Official implementation of the paper Connecting Large Language Models with Evolutionary Algorithms Yields Powerful..,,,,9,False,others,3.0,,
118,DeepACO,henry-yeh/DeepACO,https://github.com/henry-yeh/DeepACO,https://github.com/henry-yeh/DeepACO,MIT,2023-02-06 05:59:47,2024-09-29 13:25:54,2024-09-29 13:25:54,120,,29.0,3.0,1.0,1.0,3.0,188,,,,,,[NeurIPS 2023] DeepACO: Neural-enhanced Ant Systems for Combinatorial Optimization.,,,2.0,9,False,others,3.0,,
119,DistributedEvolutionaryComputation,Evolutionary-Intelligence/DistributedEvolutionaryComputation,https://github.com/Evolutionary-Intelligence/SAEI-Swarm-and-Evolutionary-Intelligence,https://github.com/Evolutionary-Intelligence/SAEI-Swarm-and-Evolutionary-Intelligence,CC0-1.0,2021-01-26 09:27:49,2026-03-04 11:50:35,2026-03-04 11:50:34,3407,,36.0,2.0,65.0,,,153,,,,,,,,,16.0,9,False,others,3.0,Evolutionary-Intelligence/SAEI-Swarm-and-Evolutionary-Intelligence,
120,GEFEST,aimclub/GEFEST,https://github.com/aimclub/GEFEST,https://github.com/aimclub/GEFEST,BSD-3-Clause,2021-11-03 14:39:42,2025-06-24 16:43:08,2025-06-24 16:43:08,42,,11.0,2.0,62.0,8.0,10.0,64,2024-08-02 09:36:06,0.2.0,,,2.0,Toolbox for the generative design of geometrically-encoded physical objects using numerical modelling and evolutionary..,2.0,2.0,11.0,9,False,others,3.0,,
121,quality-diversity.github.io,quality-diversity/quality-diversity.github.io,https://github.com/quality-diversity/quality-diversity.github.io,https://github.com/quality-diversity/quality-diversity.github.io,,2019-11-02 11:50:55,2025-12-17 23:25:44,2025-12-17 23:25:43,350,,40.0,10.0,49.0,,4.0,49,,,,,,Website for Quality-Diversity optimisation algorithms.,,,31.0,9,False,others,3.0,,
122,NiaAML-GUI,firefly-cpp/NiaAML-GUI,https://github.com/firefly-cpp/NiaAML-GUI,https://github.com/firefly-cpp/NiaAML-GUI,MIT,2020-12-02 18:01:21,2025-08-08 11:05:53,2025-08-08 11:02:04,151,,5.0,2.0,30.0,,9.0,5,2025-08-08 11:05:53,0.4.3,,,13.0,GUI for NiaAML Python package.,,,7.0,9,False,others,3.0,,
123,awesome-neural-geometry,neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,,2022-07-31 01:19:57,2026-02-24 00:53:09,2026-02-24 00:53:09,148,,69.0,33.0,17.0,,1.0,1068,,,,,,"A curated collection of resources and research related to the geometry of representations in the brain, deep networks,..",,,16.0,8,False,others,3.0,,
124,multiagent-competition,openai/multiagent-competition,https://github.com/openai/multiagent-competition,https://github.com/openai/multiagent-competition,,2017-10-11 15:29:00,2023-04-02 11:57:48,2018-11-22 06:05:35,4,,151.0,42.0,3.0,11.0,2.0,836,,,,,,Code for the paper Emergent Complexity via Multi-agent Competition.,,,3.0,8,False,others,3.0,,
125,algforopt-notebooks,algorithmsbooks/algforopt-notebooks,https://github.com/algorithmsbooks/algforopt-notebooks,https://github.com/algorithmsbooks/algforopt-notebooks,,2019-01-10 02:01:44,2022-04-10 19:21:37,2022-04-10 19:21:34,16,,153.0,27.0,,,12.0,571,,,,,,Jupyter notebooks associated with the Algorithms for Optimization textbook.,,,2.0,8,False,others,3.0,,
126,alphastar,google-deepmind/alphastar,https://github.com/google-deepmind/alphastar,https://github.com/google-deepmind/alphastar,Apache-2.0,2022-08-05 14:11:00,2022-09-08 18:15:53,2022-07-21 17:51:14,42,,76.0,11.0,2.0,5.0,1.0,568,,,,,,,,,5.0,8,False,others,3.0,,
127,differentiable-plasticity,uber-research/differentiable-plasticity,https://github.com/uber-research/differentiable-plasticity,https://github.com/uber-research/differentiable-plasticity,,2018-03-28 15:42:06,2019-10-23 17:26:39,2019-10-23 17:26:33,48,,70.0,22.0,,3.0,5.0,411,,,,,,Implementations of the algorithms described in Differentiable plasticity: training plastic networks with gradient..,,,2.0,8,False,others,3.0,,
128,LLM4Opt,FeiLiu36/LLM4Opt,https://github.com/FeiLiu36/LLM4AlgorithmDesign,https://github.com/FeiLiu36/LLM4AlgorithmDesign,,2024-03-13 06:12:27,2026-03-31 11:29:09,2026-03-31 11:29:05,118,3.0,40.0,7.0,6.0,,5.0,368,,,,,,A Collection on Large Language Models for Optimization.,,,6.0,8,False,others,3.0,FeiLiu36/LLM4AlgorithmDesign,
129,Awesome-Evolutionary-Reinforcement-Learning,yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,https://github.com/yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,https://github.com/yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,,2023-05-25 16:31:42,2025-10-12 08:08:18,2025-10-12 08:08:18,102,,31.0,7.0,3.0,4.0,,365,,,,,,Research Papers and Code Repository on the Integration of Evolutionary Algorithms and Reinforcement Learning.,,,3.0,8,False,others,3.0,,
130,OmniTokenizer,FoundationVision/OmniTokenizer,https://github.com/FoundationVision/OmniTokenizer,https://github.com/FoundationVision/OmniTokenizer,MIT,2024-06-13 15:08:47,2024-07-09 17:00:57,2024-07-09 17:00:51,15,,8.0,5.0,1.0,9.0,12.0,323,,,,,,[NeurIPS 2024]OmniTokenizer: one model and one weight for image-video joint tokenization.,,,3.0,8,False,others,3.0,,
131,NSGA-II,baopng/NSGA-II,https://github.com/baopng/NSGA-II,https://github.com/baopng/NSGA-II,,2018-05-01 10:18:39,2024-07-11 02:38:49,2024-07-11 02:38:49,13,,56.0,5.0,2.0,,8.0,262,,,,,,Implementation of NSGA-II algorithm in form of a python library.,6.0,6.0,4.0,8,False,others,3.0,,
132,EPG,openai/EPG,https://github.com/openai/EPG,https://github.com/openai/EPG,MIT,2018-02-23 00:54:49,2018-11-22 06:05:34,2018-11-22 06:05:33,3,,54.0,11.0,3.0,6.0,1.0,254,,,,,,Code for the paper Evolved Policy Gradients.,,,3.0,8,False,others,3.0,,
133,minimax,facebookresearch/minimax,https://github.com/facebookresearch/minimax,https://github.com/facebookresearch/minimax,Apache-2.0,2023-10-28 12:12:01,2024-08-24 17:24:37,2024-08-24 17:24:36,6,,19.0,5.0,6.0,3.0,2.0,213,2023-11-22 03:40:55,0.1.0,,,1.0,Efficient baselines for autocurricula in JAX.,,,3.0,8,False,others,3.0,,
134,evoxbench,EMI-Group/evoxbench,https://github.com/EMI-Group/evoxbench,https://github.com/EMI-Group/evoxbench,GPL-3.0,2022-08-10 07:40:11,2026-05-01 17:46:06,2026-05-01 17:46:03,113,2.0,20.0,4.0,6.0,,7.0,142,,,,,,Transforming Neural Architecture Search (NAS) into multi-objective optimization problems. A benchmark suite for..,9.0,9.0,7.0,8,False,others,3.0,,
135,GeneticAlgorithmForFeatureSelection,renatoosousa/GeneticAlgorithmForFeatureSelection,https://github.com/renatoosousa/GeneticAlgorithmForFeatureSelection,https://github.com/renatoosousa/GeneticAlgorithmForFeatureSelection,MIT,2018-05-17 02:16:56,2020-05-26 18:32:37,2018-05-24 15:53:19,15,,30.0,3.0,2.0,3.0,3.0,113,,,,,,Search the best feature subset for you classification mode.,,,,8,False,others,3.0,,
136,Pearl,09tangriro/Pearl,https://github.com/0xprofessooor/Pearl,https://github.com/0xprofessooor/Pearl,MIT,2021-09-08 12:44:21,2022-05-09 12:55:24,2022-05-09 12:54:45,609,,1.0,1.0,7.0,4.0,,57,2022-05-09 12:55:24,0.4.1,,,8.0,Adaptable tools to make reinforcement learning and evolutionary computation algorithms.,2.0,2.0,2.0,8,False,others,3.0,0xprofessooor/Pearl,
137,Bongard-LOGO,NVlabs/Bongard-LOGO,https://github.com/NVlabs/Bongard-LOGO,https://github.com/NVlabs/Bongard-LOGO,MIT,2020-08-19 01:46:43,2022-04-20 07:51:45,2022-03-06 07:28:32,18,,11.0,10.0,6.0,3.0,4.0,57,2020-10-02 22:16:10,0.0.1,,,1.0,Bongard-LOGO is a Python code repository with the purpose of generating synthetic Bongard problems on a large scale..,,,3.0,8,False,others,3.0,,
