,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,trending
67,symbiants,MeoMix/symbiants,https://github.com/MeoMix/symbiants,https://github.com/MeoMix/symbiants,Apache-2.0,2023-02-25 01:48:23,2024-08-13 01:44:10,2024-08-13 01:39:25,690,46.0,3.0,4.0,8.0,20.0,28.0,217,,,,,,Ant Colony Sim + Daily Mental Health Exercises.,,,3.0,14,True,others,2.0,4.0
68,Craftax,MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,MIT,2024-02-02 10:56:30,2024-09-03 14:29:16,2024-09-03 14:29:14,79,2.0,15.0,3.0,16.0,,12.0,188,2024-06-11 13:43:40,1.4.3,,,10.0,(Crafter + NetHack) in JAX. ICML 2024 Spotlight.,11.0,11.0,8.0,14,True,others,2.0,
69,FireflyAlgorithm,firefly-cpp/FireflyAlgorithm,https://github.com/firefly-cpp/FireflyAlgorithm,https://github.com/firefly-cpp/FireflyAlgorithm,MIT,2017-01-02 10:43:04,2024-08-08 12:04:48,2024-08-08 12:00:49,110,4.0,27.0,4.0,15.0,,6.0,59,2024-08-08 12:04:48,0.4.5,,,17.0,Implementation of Firefly Algorithm in Python.,3.0,3.0,6.0,14,False,others,2.0,
70,CleverAlgorithms,clever-algorithms/CleverAlgorithms,https://github.com/clever-algorithms/CleverAlgorithms,https://github.com/clever-algorithms/CleverAlgorithms,,2010-01-02 01:57:17,2020-05-26 22:16:38,2020-05-26 22:16:37,1682,,300.0,110.0,14.0,,,2026,,,,,,Clever Algorithms: Nature-Inspired Programming Recipes.,,,9.0,13,False,others,2.0,
71,optim,kthohr/optim,https://github.com/kthohr/optim,https://github.com/kthohr/optim,Apache-2.0,2017-06-14 01:31:47,2024-04-28 14:30:24,2024-04-28 14:30:23,307,,133.0,38.0,10.0,6.0,53.0,809,,,,,,OptimLib: a lightweight C++ library of numerical optimization methods for nonlinear functions.,,,3.0,13,True,others,2.0,
72,EC-Bestiary,fcampelo/EC-Bestiary,https://github.com/fcampelo/EC-Bestiary,https://github.com/fcampelo/EC-Bestiary,,2016-03-26 02:55:34,2024-04-25 15:23:43,2024-04-25 15:23:35,236,,65.0,38.0,11.0,66.0,103.0,594,2018-06-20 07:55:06,2.0.1,,,2.0,"A bestiary of evolutionary, swarm and other metaphor-based algorithms.",,,6.0,13,False,others,2.0,
73,topy,williamhunter/topy,https://github.com/williamhunter/topy,https://github.com/williamhunter/topy,,2015-09-11 09:55:30,2022-08-31 11:37:33,2022-08-31 11:37:33,183,,126.0,34.0,22.0,11.0,26.0,472,2020-05-01 12:04:08,0.4.1,550.0,5.0,7.0,Topology Optimization using Python.,,,11.0,13,False,others,2.0,
74,DeepSwarm,Pattio/DeepSwarm,https://github.com/Pattio/DeepSwarm,https://github.com/Pattio/DeepSwarm,MIT,2018-12-31 14:06:41,2021-03-25 22:37:52,2019-07-15 18:47:10,133,,37.0,16.0,1.0,4.0,6.0,318,2019-05-24 10:34:32,0.0.9,,,3.0,Neural Architecture Search Powered by Swarm Intelligence.,5.0,5.0,,13,False,others,2.0,
75,cellpylib,lantunes/cellpylib,https://github.com/lantunes/cellpylib,https://github.com/lantunes/cellpylib,Apache-2.0,2018-03-24 16:33:15,2023-02-21 12:34:45,2023-02-21 12:34:28,183,,31.0,8.0,10.0,6.0,19.0,225,,,,,,"A library for working with Cellular Automata, for Python.",29.0,29.0,3.0,13,False,others,2.0,
76,timeflux,timeflux/timeflux,https://github.com/timeflux/timeflux,https://github.com/timeflux/timeflux,MIT,2019-01-04 15:09:03,2024-07-31 08:52:03,2024-07-08 15:25:17,532,1.0,26.0,13.0,50.0,15.0,16.0,164,2024-02-20 07:26:18,0.17.1,,,39.0,The programming interface for your body and mind.,,,7.0,13,True,others,2.0,
77,biosim4,davidrmiller/biosim4,https://github.com/davidrmiller/biosim4,https://github.com/davidrmiller/biosim4,,2021-09-18 09:20:11,2024-09-02 18:03:05,2024-09-02 18:03:05,57,1.0,448.0,88.0,45.0,36.0,24.0,3166,,,,,,Biological evolution simulator.,,,13.0,12,False,others,2.0,
78,morphogenesis-resources,jasonwebb/morphogenesis-resources,https://github.com/jasonwebb/morphogenesis-resources,https://github.com/jasonwebb/morphogenesis-resources,,2019-04-23 00:42:15,2024-08-13 03:10:14,2024-08-13 03:10:11,223,5.0,108.0,105.0,8.0,25.0,12.0,2019,,,,,,"Resources on the topic of digital morphogenesis (creating form with code). Includes links to major articles, code..",,,7.0,12,False,others,2.0,
79,evolution-strategies-starter,openai/evolution-strategies-starter,https://github.com/openai/evolution-strategies-starter,https://github.com/openai/evolution-strategies-starter,MIT,2017-03-24 16:14:07,2019-10-31 09:20:13,2018-11-22 00:40:02,4,,276.0,244.0,2.0,15.0,7.0,1556,,,,,,Code for the paper Evolution Strategies as a Scalable Alternative to Reinforcement Learning.,,,2.0,12,False,others,2.0,
80,SPPO,uclaml/SPPO,https://github.com/uclaml/SPPO,https://github.com/uclaml/SPPO,Apache-2.0,2024-06-13 06:13:29,2024-08-04 04:19:06,2024-07-14 03:22:27,26,26.0,59.0,29.0,4.0,12.0,6.0,447,,,,,,The official implementation of Self-Play Preference Optimization (SPPO).,,,4.0,12,True,others,2.0,
81,humpday,microprediction/humpday,https://github.com/microprediction/humpday,https://github.com/microprediction/humpday,MIT,2020-10-23 18:58:25,2024-01-21 02:27:07,2024-01-21 02:27:07,300,,18.0,6.0,3.0,26.0,3.0,130,2023-03-05 02:32:22,0.7.1,,,19.0,Elo ratings for global black box derivative-free optimizers.,8.0,8.0,5.0,12,True,others,2.0,
82,fast-cma-es,dietmarwo/fast-cma-es,https://github.com/dietmarwo/fast-cma-es,https://github.com/dietmarwo/fast-cma-es,MIT,2020-01-14 12:22:14,2024-08-27 21:21:22,2024-08-27 21:19:43,951,1.0,17.0,4.0,9.0,3.0,12.0,116,,,,,,A Python 3 gradient-free optimization library.,65.0,65.0,6.0,12,True,others,2.0,
83,loss-of-plasticity,shibhansh/loss-of-plasticity,https://github.com/shibhansh/loss-of-plasticity,https://github.com/shibhansh/loss-of-plasticity,MIT,2022-10-13 18:36:40,2024-08-21 19:08:10,2024-08-21 19:08:07,55,2.0,21.0,6.0,1.0,,4.0,114,2024-05-03 20:39:11,1.1,,,2.0,Demonstrations of Loss of Plasticity and Implementation of Continual Backpropagation.,4.0,4.0,4.0,12,True,others,2.0,
84,DistributedEvolutionaryComputation,Evolutionary-Intelligence/DistributedEvolutionaryComputation,https://github.com/Evolutionary-Intelligence/DistributedEvolutionaryComputation,https://github.com/Evolutionary-Intelligence/DistributedEvolutionaryComputation,CC0-1.0,2021-01-26 09:27:49,2024-09-08 15:21:05,2024-09-08 15:21:05,2739,186.0,33.0,2.0,50.0,,,112,,,,,,A (still growing) paper list of Evolutionary Computation (EC) published in some (rather all) top-tier (and also EC-..,,,14.0,12,False,others,2.0,
85,design-bench,brandontrabucco/design-bench,https://github.com/brandontrabucco/design-bench,https://github.com/brandontrabucco/design-bench,MIT,2020-06-25 16:15:28,2024-04-21 15:51:41,2024-01-29 19:05:57,267,,17.0,5.0,7.0,14.0,4.0,80,2021-10-22 19:07:35,2_0_20,,,18.0,Benchmarks for Model-Based Optimization.,18.0,18.0,5.0,12,False,others,2.0,
86,deep-neuroevolution,uber-research/deep-neuroevolution,https://github.com/uber-research/deep-neuroevolution,https://github.com/uber-research/deep-neuroevolution,,2018-01-04 01:12:25,2024-01-08 03:03:13,2019-10-24 16:07:15,38,,295.0,79.0,24.0,16.0,17.0,1627,,,,,,Deep Neuroevolution.,,,15.0,11,False,others,2.0,
87,estool,hardmaru/estool,https://github.com/hardmaru/estool,https://github.com/hardmaru/estool,,2017-10-29 07:20:10,2022-12-08 10:43:25,2022-01-20 15:40:02,76,,162.0,32.0,13.0,6.0,21.0,928,,,,,,Evolution Strategies Tool.,,,9.0,11,False,others,2.0,
88,arena,diambra/arena,https://github.com/diambra/arena,https://github.com/diambra/arena,,2021-01-26 12:24:04,2024-06-11 01:49:14,2024-06-11 01:49:14,748,,22.0,9.0,70.0,3.0,41.0,310,,,,,,DIAMBRA Arena: a New Reinforcement Learning Platform for Research and Experimentation.,8.0,8.0,5.0,11,False,others,2.0,
89,sferes2,sferes2/sferes2,https://github.com/sferes2/sferes2,https://github.com/sferes2/sferes2,,2014-04-14 16:13:17,2022-07-11 19:57:13,2021-03-26 16:14:39,265,,34.0,23.0,46.0,15.0,49.0,161,,,,,,"A lightweight, generic C++11 framework for evolutionary computation.",,,9.0,11,False,others,2.0,
90,karoo_gp,kstaats/karoo_gp,https://github.com/kstaats/karoo_gp,https://github.com/kstaats/karoo_gp,,2015-10-22 10:29:52,2022-10-31 06:43:54,2022-10-31 06:43:43,286,,61.0,28.0,54.0,19.0,27.0,157,,,,,,A Genetic Programming platform for Python with TensorFlow for wicked-fast CPU and GPU support.,,,5.0,11,False,others,2.0,
91,evoplex,evoplex/evoplex,https://github.com/evoplex/evoplex,https://github.com/evoplex/evoplex,,2017-08-03 15:10:34,2019-09-17 05:57:29,2019-07-29 20:32:11,1003,,22.0,12.0,29.0,7.0,12.0,133,2018-10-23 00:57:18,0.2.1,5737.0,79.0,4.0,"Evoplex is a fast, robust and extensible platform for developing agent-based models and multi-agent systems on..",,,7.0,11,False,others,2.0,
92,GEFEST,aimclub/GEFEST,https://github.com/aimclub/GEFEST,https://github.com/aimclub/GEFEST,BSD-3-Clause,2021-11-03 14:39:42,2024-08-02 09:26:25,2024-08-02 09:26:21,40,1.0,9.0,4.0,59.0,9.0,9.0,54,2024-08-02 09:36:06,0.2.0,,,2.0,Toolbox for the generative design of geometrically-encoded physical objects using numerical modelling and evolutionary..,1.0,1.0,10.0,11,False,others,2.0,
93,craftium,mikelma/craftium,https://github.com/mikelma/craftium,https://github.com/mikelma/craftium,,2024-06-04 14:48:25,2024-09-12 15:11:49,2024-09-12 15:11:24,11785,110.0,1.0,1.0,,1.0,,26,,,,,,An extensible framework for creating RL environments based on Minetest and Gymnasium.,,,990.0,11,False,others,2.0,
94,gomea,CWI-EvolutionaryIntelligence/gomea,https://github.com/CWI-EvolutionaryIntelligence/GOMEA,https://github.com/CWI-EvolutionaryIntelligence/GOMEA,MIT,2022-12-23 12:45:47,2024-09-10 14:49:41,2024-09-10 14:49:37,140,12.0,5.0,3.0,27.0,2.0,1.0,22,2023-11-17 09:15:03,1.0.4,,,4.0,Library for optimization with the model-based evolutionary algorithm GOMEA (Gene-pool Optimal Mixing Evolutionary..,2.0,2.0,6.0,11,False,others,2.0,
95,NiaAML-GUI,firefly-cpp/NiaAML-GUI,https://github.com/firefly-cpp/NiaAML-GUI,https://github.com/firefly-cpp/NiaAML-GUI,MIT,2020-12-02 18:01:21,2024-08-21 11:08:45,2024-08-21 11:04:38,87,15.0,5.0,2.0,18.0,,8.0,4,2024-08-21 11:08:45,0.3.2,,,9.0,GUI for NiaAML Python package.,1.0,1.0,6.0,11,False,others,2.0,
96,self-parking-car-evolution,trekhleb/self-parking-car-evolution,https://github.com/trekhleb/self-parking-car-evolution,https://github.com/trekhleb/self-parking-car-evolution,MIT,2021-05-13 12:43:53,2022-10-21 20:27:26,2022-10-21 20:27:26,493,,79.0,16.0,2.0,8.0,4.0,729,,,,,,Training the car to do self-parking using a genetic algorithm.,,,2.0,10,False,others,3.0,
97,Solid,100/Solid,https://github.com/100/Solid,https://github.com/100/Solid,MIT,2017-06-12 05:02:08,2019-07-19 15:31:43,2017-09-01 00:37:38,50,,55.0,12.0,5.0,6.0,1.0,576,2017-06-19 07:34:34,0.11,,,2.0,A comprehensive gradient-free optimization framework written in Python.,,,4.0,10,False,others,3.0,
98,FeatureSelectionGA,kaushalshetty/FeatureSelectionGA,https://github.com/kaushalshetty/FeatureSelectionGA,https://github.com/kaushalshetty/FeatureSelectionGA,MIT,2017-11-12 18:32:44,2023-02-21 22:56:56,2020-09-30 18:27:29,36,,90.0,9.0,45.0,4.0,5.0,361,,,,,,Feature Selection using Genetic Algorithm (DEAP Framework).,,,6.0,10,False,others,3.0,
99,self-organising-systems,google-research/self-organising-systems,https://github.com/google-research/self-organising-systems,https://github.com/google-research/self-organising-systems,Apache-2.0,2020-02-04 08:05:08,2024-07-25 09:23:25,2024-07-25 09:23:22,99,3.0,65.0,21.0,9.0,3.0,1.0,307,2024-02-07 10:57:46,biomaker-v1.0.0,,,1.0,,,,8.0,10,False,others,3.0,
100,AgentGym,WooooDyy/AgentGym,https://github.com/WooooDyy/AgentGym,https://github.com/WooooDyy/AgentGym,MIT,2024-05-27 08:00:04,2024-09-11 09:03:10,2024-09-11 09:03:10,34,4.0,37.0,3.0,18.0,5.0,7.0,300,,,,,,Code and implementations for the paper AgentGym: Evolving Large Language Model-based Agents across Diverse..,,,9.0,10,True,others,3.0,
101,Gentopia,Gentopia-AI/Gentopia,https://github.com/Gentopia-AI/Gentopia,https://github.com/Gentopia-AI/Gentopia,MIT,2023-05-29 22:35:23,2023-11-27 02:42:21,2023-10-08 01:37:52,151,,40.0,2.0,60.0,2.0,3.0,290,2023-08-22 04:55:24,beta-release,,,1.0,Build Hierarchical Autonomous Agents through Config. Collaborative Growth of Specialized Agents.,2.0,2.0,7.0,10,True,others,3.0,
102,metaheuristics,thieu1995/metaheuristics,https://github.com/thieu1995/metaheuristics,https://github.com/thieu1995/metaheuristics,Apache-2.0,2019-05-16 13:07:01,2022-12-06 05:08:10,2022-12-06 05:08:10,62,,80.0,15.0,3.0,4.0,4.0,278,,,,,,Implement the-state-of-the-art meta-heuristic algorithms using python (numpy).,,,4.0,10,False,others,3.0,
103,Hands-On-Genetic-Algorithms-with-Python,PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,https://github.com/PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,https://github.com/PacktPublishing/Hands-On-Genetic-Algorithms-with-Python,MIT,2019-03-01 04:45:38,2023-01-30 10:14:05,2023-01-30 10:14:05,43,,140.0,16.0,4.0,1.0,4.0,262,,,,,,"Hands-On Genetic Algorithms with Python, Published by Packt.",,,5.0,10,False,others,3.0,
104,Odyssey,zju-vipa/Odyssey,https://github.com/zju-vipa/Odyssey,https://github.com/zju-vipa/Odyssey,MIT,2024-06-12 21:50:58,2024-08-23 04:51:00,2024-08-23 04:50:55,112,110.0,12.0,2.0,1.0,,3.0,248,,,,,,Odyssey: Empowering Agents with Open-World Skills.,,,5.0,10,True,others,3.0,
105,sparse-evolutionary-artificial-neural-networks,dcmocanu/sparse-evolutionary-artificial-neural-networks,https://github.com/dcmocanu/sparse-evolutionary-artificial-neural-networks,https://github.com/dcmocanu/sparse-evolutionary-artificial-neural-networks,MIT,2018-03-02 21:47:05,2021-07-21 20:27:10,2021-07-21 20:27:10,26,,59.0,23.0,1.0,1.0,1.0,241,,,,,,Always sparse. Never dense. But never say never. A Sparse Training repository for the Adaptive Sparse Connectivity..,,,,10,False,others,3.0,
106,Awesome-Evolutionary-Reinforcement-Learning,yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,https://github.com/yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,https://github.com/yeshenpy/Awesome-Evolutionary-Reinforcement-Learning,,2023-05-25 16:31:42,2024-08-18 13:09:31,2024-08-18 13:09:30,101,18.0,24.0,7.0,3.0,3.0,,175,,,,,,Research Papers and Code Repository on the Integration of Evolutionary Algorithms and Reinforcement Learning.,,,3.0,10,False,others,3.0,
107,biteopt,avaneev/biteopt,https://github.com/avaneev/biteopt,https://github.com/avaneev/biteopt,MIT,2016-07-13 17:18:21,2024-08-21 08:16:48,2024-08-21 08:16:17,409,7.0,9.0,12.0,,,5.0,141,,,,,,"Derivative-Free Global Optimization Algorithm (C++, Python binding) - Continuous, Discrete, TSP, NLS, MINLP.",,,,10,True,others,3.0,
108,SwarmRL,SwarmRL/SwarmRL,https://github.com/SwarmRL/SwarmRL,https://github.com/SwarmRL/SwarmRL,EPL-2.0,2023-03-08 15:15:17,2024-07-23 08:27:33,2024-07-23 08:27:29,658,3.0,8.0,1.0,75.0,9.0,9.0,26,,,,,,Multi agent reinforcement learning for intelligent active matter.,,,25.0,10,False,others,3.0,
109,easea,EASEA/easea,https://github.com/EASEA/easea,https://github.com/EASEA/easea,AGPL-3.0,2014-04-03 07:43:07,2023-10-26 12:21:28,2023-10-25 21:23:24,482,,11.0,2.0,33.0,11.0,35.0,18,2022-09-02 15:11:31,3.1.1,,,4.0,EASEA (EAsy Specification of Evolutionary Algorithms) is an Artificial Evolution platform developped by the SONIC..,,,38.0,10,False,others,3.0,
110,LLaMEA,nikivanstein/LLaMEA,https://github.com/nikivanstein/LLaMEA,https://github.com/nikivanstein/LLaMEA,MIT,2024-06-03 13:04:53,2024-09-12 14:53:58,2024-09-10 07:22:50,49,32.0,4.0,2.0,2.0,,,8,2024-07-09 07:49:17,0.9.2,,,3.0,Large Language Model Evolutionary Algorithm.,1.0,1.0,3.0,10,False,others,3.0,
111,pba,arcelien/pba,https://github.com/arcelien/pba,https://github.com/arcelien/pba,Apache-2.0,2019-05-14 04:55:23,2019-10-27 16:50:25,2019-10-27 16:50:24,19,,84.0,20.0,8.0,11.0,19.0,504,,,,,,Efficient Learning of Augmentation Policy Schedules.,,,3.0,9,False,others,3.0,
112,loss-landscape-anim,logancyang/loss-landscape-anim,https://github.com/logancyang/loss-landscape-anim,https://github.com/logancyang/loss-landscape-anim,MIT,2021-01-04 21:42:13,2024-01-30 05:58:57,2024-01-30 05:38:21,64,,23.0,3.0,4.0,3.0,,133,2024-01-30 05:58:57,0.1.10,19.0,0.0,2.0,Create animations for the optimization trajectory of neural nets.,1.0,1.0,2.0,9,False,others,3.0,
113,evoxbench,EMI-Group/evoxbench,https://github.com/EMI-Group/evoxbench,https://github.com/EMI-Group/evoxbench,Apache-2.0,2022-08-10 07:40:11,2024-09-06 02:02:58,2024-09-06 02:02:58,108,1.0,16.0,5.0,6.0,,7.0,83,,,,,,Transforming Neural Architecture Search (NAS) into multi-objective optimization problems. A benchmark suite for..,6.0,6.0,7.0,9,False,others,3.0,
114,quality-diversity.github.io,quality-diversity/quality-diversity.github.io,https://github.com/quality-diversity/quality-diversity.github.io,https://github.com/quality-diversity/quality-diversity.github.io,,2019-11-02 11:50:55,2024-07-25 13:20:55,2024-07-25 13:20:55,323,2.0,36.0,11.0,41.0,,4.0,41,,,,,,Website for Quality-Diversity optimisation algorithms.,,,28.0,9,False,others,3.0,
115,swarmopt,SioKCronin/swarmopt,https://github.com/SioKCronin/swarmopt,https://github.com/SioKCronin/swarmopt,MIT,2018-03-09 00:52:47,2024-06-11 19:44:43,2024-05-06 19:54:44,370,,11.0,7.0,4.0,5.0,4.0,32,,,,,,Swarm intelligence optimizer.,1.0,1.0,3.0,9,False,others,3.0,
116,opof,opoframework/opof,https://github.com/opoframework/opof,https://github.com/opoframework/opof,BSD-3-Clause,2022-12-18 18:53:05,2023-07-14 19:30:28,2023-07-14 19:30:27,23,,3.0,,6.0,,,4,2023-05-20 19:35:45,0.3.1,9.0,0.0,3.0,The Open Planner Optimization Framework (OPOF).,9.0,9.0,,9,False,others,3.0,
117,hypersweeper,automl/hypersweeper,https://github.com/automl/hypersweeper,https://github.com/automl/hypersweeper,,2024-02-13 11:02:19,2024-09-10 12:38:35,2024-09-10 12:38:31,79,7.0,2.0,5.0,2.0,8.0,8.0,4,2024-06-05 11:30:40,0.2.0,,,2.0,"Hydra sweeper integration of our favorite optimization packages, utilizing ask-and-tell interfaces.",3.0,3.0,3.0,9,False,others,3.0,
118,awesome-neural-geometry,neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,,2022-07-31 01:19:57,2024-08-13 14:39:08,2024-07-17 18:47:49,124,2.0,57.0,29.0,13.0,,1.0,908,,,,,,"A curated collection of resources and research related to the geometry of representations in the brain, deep networks,..",,,11.0,8,False,others,3.0,
119,Machine-Mindset,PKU-YuanGroup/Machine-Mindset,https://github.com/PKU-YuanGroup/Machine-Mindset,https://github.com/PKU-YuanGroup/Machine-Mindset,Apache-2.0,2023-12-06 04:59:13,2024-02-02 02:53:05,2024-02-02 02:53:05,140,,20.0,7.0,2.0,,2.0,444,,,,,,An MBTI Exploration of Large Language Models.,,,4.0,8,False,others,3.0,
120,differentiable-plasticity,uber-research/differentiable-plasticity,https://github.com/uber-research/differentiable-plasticity,https://github.com/uber-research/differentiable-plasticity,,2018-03-28 15:42:06,2019-10-23 17:26:39,2019-10-23 17:26:33,48,,69.0,27.0,,3.0,5.0,400,,,,,,Implementations of the algorithms described in Differentiable plasticity: training plastic networks with gradient..,,,2.0,8,False,others,3.0,
121,alphastar,google-deepmind/alphastar,https://github.com/google-deepmind/alphastar,https://github.com/google-deepmind/alphastar,Apache-2.0,2022-08-05 14:11:00,2022-09-08 18:15:53,2022-07-21 17:51:14,42,,49.0,11.0,1.0,5.0,1.0,392,,,,,,,,,5.0,8,False,others,3.0,
122,EPG,openai/EPG,https://github.com/openai/EPG,https://github.com/openai/EPG,MIT,2018-02-23 00:54:49,2018-11-22 06:05:34,2018-11-22 06:05:33,3,,55.0,15.0,3.0,6.0,1.0,251,,,,,,Code for the paper Evolved Policy Gradients.,,,3.0,8,False,others,3.0,
123,OmniTokenizer,FoundationVision/OmniTokenizer,https://github.com/FoundationVision/OmniTokenizer,https://github.com/FoundationVision/OmniTokenizer,MIT,2024-06-13 15:08:47,2024-07-09 17:00:57,2024-07-09 17:00:51,15,7.0,5.0,4.0,1.0,8.0,11.0,226,,,,,,OmniTokenizer: one model and one weight for image-video joint tokenization.,,,3.0,8,False,others,3.0,
124,NSGA-II,baopng/NSGA-II,https://github.com/baopng/NSGA-II,https://github.com/baopng/NSGA-II,,2018-05-01 10:18:39,2024-07-11 02:38:49,2024-07-11 02:38:49,13,2.0,47.0,5.0,2.0,,7.0,171,,,,,,Implementation of NSGA-II algorithm in form of a python library.,4.0,4.0,4.0,8,False,others,3.0,
125,awesome-open-ended,jennyzzt/awesome-open-ended,https://github.com/jennyzzt/awesome-open-ended,https://github.com/jennyzzt/awesome-open-ended,,2023-06-09 20:08:34,2024-07-02 16:23:33,2024-07-02 16:23:33,49,5.0,18.0,11.0,17.0,,,166,,,,,,Awesome Open-ended AI.,,,14.0,8,False,others,3.0,
126,minimax,facebookresearch/minimax,https://github.com/facebookresearch/minimax,https://github.com/facebookresearch/minimax,Apache-2.0,2023-10-28 12:12:01,2024-08-24 17:24:37,2024-08-24 17:24:36,6,2.0,14.0,6.0,6.0,2.0,2.0,165,2023-11-22 03:40:55,0.1.0,,,1.0,Efficient baselines for autocurricula in JAX.,1.0,1.0,3.0,8,False,others,3.0,
127,GeneticAlgorithmForFeatureSelection,renatoosousa/GeneticAlgorithmForFeatureSelection,https://github.com/renatoosousa/GeneticAlgorithmForFeatureSelection,https://github.com/renatoosousa/GeneticAlgorithmForFeatureSelection,MIT,2018-05-17 02:16:56,2020-05-26 18:32:37,2018-05-24 15:53:19,15,,30.0,3.0,2.0,3.0,3.0,104,,,,,,Search the best feature subset for you classification mode.,,,,8,False,others,3.0,
128,EoH,FeiLiu36/EoH,https://github.com/FeiLiu36/EoH,https://github.com/FeiLiu36/EoH,MIT,2024-03-28 03:25:22,2024-08-09 03:14:30,2024-08-09 03:14:29,79,4.0,8.0,1.0,2.0,,8.0,75,,,,,,Evolution of Heuristics.,,,3.0,8,False,others,3.0,
129,Pearl,09tangriro/Pearl,https://github.com/09tangriro/Pearl,https://github.com/09tangriro/Pearl,MIT,2021-09-08 12:44:21,2022-05-09 12:55:24,2022-05-09 12:54:45,609,,1.0,1.0,7.0,4.0,,53,2022-05-09 12:55:24,0.4.1,,,8.0,Adaptable tools to make reinforcement learning and evolutionary computation algorithms.,1.0,1.0,2.0,8,False,others,3.0,
130,Bongard-LOGO,NVlabs/Bongard-LOGO,https://github.com/NVlabs/Bongard-LOGO,https://github.com/NVlabs/Bongard-LOGO,MIT,2020-08-19 01:46:43,2022-04-20 07:51:45,2022-03-06 07:28:32,18,,10.0,13.0,6.0,3.0,4.0,51,2020-10-02 22:16:10,0.0.1,,,1.0,Bongard-LOGO is a Python code repository with the purpose of generating synthetic Bongard problems on a large scale..,2.0,2.0,3.0,8,False,others,3.0,
131,controllable-ncas,shyamsn97/controllable-ncas,https://github.com/shyamsn97/controllable-ncas,https://github.com/shyamsn97/controllable-ncas,MIT,2022-02-08 22:17:11,2022-05-31 03:57:53,2022-05-31 03:57:46,30,,4.0,5.0,1.0,1.0,,50,,,,,,Code for Goal-Guided Neural Cellular Automata: Learning to Control Self-Organising Systems.,,,,8,False,others,3.0,
132,EC-A-Modern-Perspective,Evolutionary-Intelligence/EC-A-Modern-Perspective,https://github.com/Evolutionary-Intelligence/EC-A-Modern-Perspective,https://github.com/Evolutionary-Intelligence/EC-A-Modern-Perspective,CC0-1.0,2023-07-11 13:19:41,2024-07-16 11:24:02,2024-07-16 11:24:01,711,20.0,7.0,4.0,2.0,,2.0,41,,,,,,"Evolutionary Computation: A Modern Perspective --- This is a free online book, which is actively updated now (from..",,,2.0,8,False,others,3.0,
133,project-origin,kourgeorge/project-origin,https://github.com/kourgeorge/project-origin,https://github.com/kourgeorge/project-origin,BSD-2-Clause,2018-07-19 17:30:04,2022-10-10 09:18:11,2021-11-04 09:12:36,201,,4.0,6.0,1.0,4.0,2.0,32,,,,,1.0,An Artificial Life simulator for Investigating Noogenesis.,,,3.0,8,False,others,3.0,
134,automated-interpretability,openai/automated-interpretability,https://github.com/openai/automated-interpretability,https://github.com/openai/automated-interpretability,,2023-05-08 21:24:11,2024-03-06 18:40:46,2024-03-06 18:40:46,27,,104.0,16.0,18.0,9.0,11.0,942,,,,,,,,,9.0,7,False,others,3.0,
135,multiagent-competition,openai/multiagent-competition,https://github.com/openai/multiagent-competition,https://github.com/openai/multiagent-competition,,2017-10-11 15:29:00,2023-04-02 11:57:48,2018-11-22 06:05:35,4,,145.0,47.0,3.0,11.0,2.0,801,,,,,,Code for the paper Emergent Complexity via Multi-agent Competition.,,,3.0,7,False,others,3.0,
136,eai-vc,facebookresearch/eai-vc,https://github.com/facebookresearch/eai-vc,https://github.com/facebookresearch/eai-vc,,2023-03-21 17:23:57,2024-05-01 05:50:12,2023-07-19 23:45:59,17,,39.0,20.0,8.0,9.0,9.0,456,,,,,,The repository for the largest and most comprehensive empirical study of visual foundation models for Embodied AI (EAI).,,,6.0,7,False,others,3.0,-2.0
137,algforopt-notebooks,algorithmsbooks/algforopt-notebooks,https://github.com/algorithmsbooks/algforopt-notebooks,https://github.com/algorithmsbooks/algforopt-notebooks,,2019-01-10 02:01:44,2022-04-10 19:21:37,2022-04-10 19:21:34,16,,106.0,28.0,,,12.0,410,,,,,,Jupyter notebooks associated with the Algorithms for Optimization textbook.,,,2.0,7,False,others,3.0,
138,cellularAutomata,bollu/cellularAutomata,https://github.com/bollu/cellularAutomata,https://github.com/bollu/cellularAutomata,BSD-3-Clause,2016-02-11 14:06:20,2019-05-28 10:41:53,2019-05-28 10:41:52,43,,11.0,12.0,1.0,1.0,1.0,184,,,,,,a collection of cellular automata written in Haskell with Diagrams.,,,2.0,7,False,others,3.0,
139,fractal,Sohl-Dickstein/fractal,https://github.com/Sohl-Dickstein/fractal,https://github.com/Sohl-Dickstein/fractal,MIT,2024-02-09 04:25:12,2024-02-12 17:45:05,2024-02-12 17:45:05,18,,17.0,3.0,,,1.0,155,,,,,,The boundary of neural network trainability is fractal.,,,,7,False,others,3.0,
